idx,src,dst,time,dst_idx,ext_roll
1136,49,149,27,102,0
1137,20,117,27,119,0
1138,22,119,27,131,0
1139,23,120,27,124,0
1140,24,121,27,140,0
1141,25,122,27,138,0
1142,27,124,27,158,0
1143,28,125,27,170,0
1144,29,126,27,171,0
1145,30,127,27,182,0
1146,45,143,27,180,0
1147,32,129,27,191,0
1148,33,130,27,194,0
1149,52,152,27,192,0
1150,34,131,27,198,0
1151,35,133,27,209,0
1152,37,135,27,27,0
1153,37,145,27,32,0
1154,0,97,28,5,0
1155,53,153,28,6,0
1156,38,136,28,8,0
1157,2,99,28,15,0
1158,3,100,28,24,0
1159,4,101,28,30,0
1160,5,102,28,25,0
1161,7,104,28,36,0
1162,57,157,28,34,0
1163,8,105,28,39,0
1164,9,106,28,43,0
1165,10,107,28,46,0
1166,48,148,28,59,0
1167,40,138,28,65,0
1168,12,109,28,68,0
1169,14,111,28,71,0
1170,15,112,28,70,0
1171,17,114,28,89,0
1172,18,115,28,88,0
1173,19,116,28,99,0
1174,20,117,28,119,0
1175,21,118,28,125,0
1176,22,119,28,131,0
1177,23,120,28,124,0
1178,25,122,28,138,0
1179,50,150,28,141,0
1180,26,123,28,136,0
1181,28,125,28,170,0
1182,29,126,28,171,0
1183,30,127,28,182,0
1184,45,143,28,180,0
1185,32,129,28,191,0
1186,33,130,28,194,0
1187,52,152,28,192,0
1188,56,156,28,193,0
1189,34,131,28,198,0
1190,35,133,28,209,0
1191,37,135,28,27,0
1192,38,136,29,8,0
1193,2,99,29,15,0
1194,4,101,29,30,0
1195,54,154,29,29,0
1196,5,102,29,25,0
1197,6,103,29,38,0
1198,7,104,29,36,0
1199,8,105,29,39,0
1200,9,106,29,43,0
1201,10,107,29,46,0
1202,48,148,29,59,0
1203,40,138,29,65,0
1204,12,109,29,68,0
1205,14,111,29,71,0
1206,67,163,29,67,0
1207,15,112,29,70,0
1208,16,113,29,83,0
1209,17,114,29,89,0
1210,18,115,29,88,0
1211,19,116,29,99,0
1212,49,149,29,102,0
1213,20,117,29,119,0
1214,22,119,29,131,0
1215,23,120,29,124,0
1216,24,121,29,140,0
1217,25,122,29,138,0
1218,50,150,29,141,0
1219,26,123,29,136,0
1220,27,124,29,158,0
1221,44,142,29,159,0
1222,28,125,29,170,0
1223,29,126,29,171,0
1224,30,127,29,182,0
1225,31,128,29,178,0
1226,32,129,29,191,0
1227,33,130,29,194,0
1228,52,152,29,192,0
1229,34,131,29,198,0
1230,35,133,29,209,0
1231,70,134,29,212,0
1232,0,97,30,5,0
1233,38,136,30,8,0
1234,2,99,30,15,0
1235,3,100,30,24,0
1236,4,101,30,30,0
1237,54,154,30,29,0
1238,5,102,30,25,0
1239,6,103,30,38,0
1240,7,104,30,36,0
1241,9,106,30,43,0
1242,10,107,30,46,0
1243,11,108,30,48,0
1244,48,148,30,59,0
1245,62,160,30,57,0
1246,40,138,30,65,0
1247,14,111,30,71,0
1248,15,112,30,70,0
1249,16,113,30,83,0
1250,17,114,30,89,0
1251,55,155,30,90,0
1252,18,115,30,88,0
1253,41,139,30,101,0
1254,19,116,30,99,0
1255,20,117,30,119,0
1256,21,118,30,125,0
1257,22,119,30,131,0
1258,23,120,30,124,0
1259,43,141,30,129,0
1260,24,121,30,140,0
1261,50,150,30,141,0
1262,26,123,30,136,0
1263,51,151,30,154,0
1264,28,125,30,170,0
1265,29,126,30,171,0
1266,68,164,30,175,0
1267,31,128,30,178,0
1268,32,129,30,191,0
1269,33,130,30,194,0
1270,34,131,30,198,0
1271,70,134,30,212,0
1272,37,135,30,27,0
1273,37,145,30,32,0
1274,0,97,31,5,0
1275,53,153,31,6,0
1276,38,136,31,8,0
1277,2,99,31,15,0
1278,54,154,31,29,0
1279,6,103,31,38,0
1280,9,106,31,43,0
1281,10,107,31,46,0
1282,48,148,31,59,0
1283,62,160,31,57,0
1284,40,138,31,65,0
1285,12,109,31,68,0
1286,14,111,31,71,0
1287,15,112,31,70,0
1288,16,113,31,83,0
1289,17,114,31,89,0
1290,18,115,31,88,0
1291,41,139,31,101,0
1292,19,116,31,99,0
1293,49,149,31,102,0
1294,20,117,31,119,0
1295,21,118,31,125,0
1296,22,119,31,131,0
1297,24,121,31,140,0
1298,25,122,31,138,0
1299,50,150,31,141,0
1300,26,123,31,136,0
1301,27,124,31,158,0
1302,44,142,31,159,0
1303,28,125,31,170,0
1304,29,126,31,171,0
1305,45,143,31,180,0
1306,32,129,31,191,0
1307,33,130,31,194,0
1308,52,152,31,192,0
1309,34,131,31,198,0
1310,35,133,31,209,0
1311,37,135,31,27,0
1312,37,145,31,32,0
1313,0,97,32,5,0
1314,2,99,32,15,0
1315,3,100,32,24,0
1316,47,146,32,21,0
1317,4,101,32,30,0
1318,5,102,32,25,0
1319,6,103,32,38,0
1320,9,106,32,43,0
1321,10,107,32,46,0
1322,11,108,32,48,0
1323,48,148,32,59,0
1324,62,160,32,57,0
1325,40,138,32,65,0
1326,12,109,32,68,0
1327,13,110,32,69,0
1328,14,111,32,71,0
1329,15,112,32,70,0
1330,16,113,32,83,0
1331,17,114,32,89,0
1332,59,155,32,90,0
1333,18,115,32,88,0
1334,19,116,32,99,0
1335,20,117,32,119,0
1336,21,118,32,125,0
1337,22,119,32,131,0
1338,43,141,32,129,0
1339,24,121,32,140,0
1340,25,122,32,138,0
1341,50,150,32,141,0
1342,26,123,32,136,0
1343,44,142,32,159,0
1344,28,125,32,170,0
1345,29,126,32,171,0
1346,30,127,32,182,0
1347,31,128,32,178,0
1348,32,129,32,191,0
1349,33,130,32,194,0
1350,52,152,32,192,0
1351,34,131,32,198,0
1352,35,133,32,209,0
1353,37,135,32,27,0
1354,37,145,32,32,0
1355,0,97,33,5,0
1356,53,153,33,6,0
1357,38,136,33,8,0
1358,2,99,33,15,0
1359,66,162,33,23,0
1360,47,146,33,21,0
1361,4,101,33,30,0
1362,54,154,33,29,0
1363,5,102,33,25,0
1364,6,103,33,38,0
1365,9,106,33,43,0
1366,10,107,33,46,0
1367,11,108,33,48,0
1368,48,148,33,59,0
1369,62,160,33,57,0
1370,40,138,33,65,0
1371,12,109,33,68,0
1372,13,110,33,69,0
1373,14,111,33,71,0
1374,15,112,33,70,0
1375,16,113,33,83,0
1376,17,114,33,89,0
1377,18,115,33,88,0
1378,19,116,33,99,0
1379,49,149,33,102,0
1380,20,117,33,119,0
1381,21,118,33,125,0
1382,22,119,33,131,0
1383,23,120,33,124,0
1384,43,141,33,129,0
1385,24,121,33,140,0
1386,25,122,33,138,0
1387,50,150,33,141,0
1388,26,123,33,136,0
1389,28,125,33,170,0
1390,29,126,33,171,0
1391,30,127,33,182,0
1392,45,143,33,180,0
1393,31,128,33,178,0
1394,33,130,33,194,0
1395,52,152,33,192,0
1396,34,131,33,198,0
1397,35,133,33,209,0
1398,70,134,33,212,0
1399,37,135,33,27,0
1400,0,97,34,5,0
1401,2,99,34,15,0
1402,3,100,34,24,0
1403,4,101,34,30,0
1404,5,102,34,25,0
1405,9,106,34,43,0
1406,10,107,34,46,0
1407,11,108,34,48,0
1408,48,148,34,59,0
1409,40,138,34,65,0
1410,12,109,34,68,0
1411,13,110,34,69,0
1412,14,111,34,71,0
1413,15,112,34,70,0
1414,16,113,34,83,0
1415,17,114,34,89,0
1416,55,155,34,90,0
1417,18,115,34,88,0
1418,41,139,34,101,0
1419,19,116,34,99,0
1420,42,140,34,106,0
1421,74,167,34,112,0
1422,20,117,34,119,0
1423,21,118,34,125,0
1424,22,119,34,131,0
1425,23,120,34,124,0
1426,43,141,34,129,0
1427,24,121,34,140,0
1428,25,122,34,138,0
1429,50,150,34,141,0
1430,26,123,34,136,0
1431,28,125,34,170,0
1432,29,126,34,171,0
1433,68,164,34,175,0
1434,45,143,34,180,0
1435,31,128,34,178,0
1436,32,129,34,191,0
1437,33,130,34,194,0
1438,52,152,34,192,0
1439,35,133,34,209,0
1440,37,135,34,27,0
1441,37,145,34,32,0
1442,0,97,35,5,0
1443,2,99,35,15,0
1444,6,103,35,38,0
1445,9,106,35,43,0
1446,10,107,35,46,0
1447,11,108,35,48,0
1448,48,148,35,59,0
1449,40,138,35,65,0
1450,12,109,35,68,0
1451,14,111,35,71,0
1452,15,112,35,70,0
1453,16,113,35,83,0
1454,17,114,35,89,0
1455,59,155,35,90,0
1456,18,115,35,88,0
1457,19,116,35,99,0
1458,49,149,35,102,0
1459,42,140,35,106,0
1460,20,117,35,119,0
1461,21,118,35,125,0
1462,22,119,35,131,0
1463,23,120,35,124,0
1464,43,141,35,129,0
1465,24,121,35,140,0
1466,25,122,35,138,0
1467,50,150,35,141,0
1468,28,125,35,170,0
1469,29,126,35,171,0
1470,30,127,35,182,0
1471,32,129,35,191,0
1472,33,130,35,194,0
1473,52,152,35,192,0
1474,34,131,35,198,0
1475,35,133,35,209,0
1476,36,134,35,212,0
1477,37,135,35,27,0
1478,37,145,35,32,0
1479,0,97,36,5,0
1480,38,136,36,8,0
1481,2,99,36,15,0
1482,4,101,36,30,0
1483,5,102,36,25,0
1484,6,103,36,38,0
1485,7,104,36,36,0
1486,57,157,36,34,0
1487,9,106,36,43,0
1488,10,107,36,46,0
1489,11,108,36,48,0
1490,48,148,36,59,0
1491,12,109,36,68,0
1492,14,111,36,71,0
1493,15,112,36,70,0
1494,16,113,36,83,0
1495,17,114,36,89,0
1496,18,115,36,88,0
1497,19,116,36,99,0
1498,49,149,36,102,0
1499,20,117,36,119,0
1500,21,118,36,125,0
1501,22,119,36,131,0
1502,23,120,36,124,0
1503,24,121,36,140,0
1504,25,122,36,138,0
1505,26,123,36,136,0
1506,44,142,36,159,0
1507,28,125,36,170,0
1508,29,126,36,171,0
1509,30,127,36,182,0
1510,45,143,36,180,0
1511,32,129,36,191,0
1512,33,130,36,194,0
1513,52,152,36,192,0
1514,56,156,36,193,0
1515,34,131,36,198,0
1516,35,133,36,209,0
1517,46,144,36,206,0
1518,36,134,36,212,0
1519,37,135,36,27,0
1520,0,97,37,5,0
1521,38,136,37,8,0
1522,2,165,37,13,0
1523,2,99,37,15,0
1524,3,100,37,24,0
1525,4,101,37,30,0
1526,54,154,37,29,0
1527,5,102,37,25,0
1528,80,171,37,41,0
1529,8,105,37,39,0
1530,9,106,37,43,0
1531,10,107,37,46,0
1532,48,148,37,59,0
1533,40,138,37,65,0
1534,14,111,37,71,0
1535,15,112,37,70,0
1536,16,113,37,83,0
1537,17,114,37,89,0
1538,55,155,37,90,0
1539,18,115,37,88,0
1540,41,139,37,101,0
1541,19,116,37,99,0
1542,20,117,37,119,0
1543,22,119,37,131,0
1544,43,141,37,129,0
1545,24,121,37,140,0
1546,25,122,37,138,0
1547,44,142,37,159,0
1548,51,151,37,154,0
1549,28,125,37,170,0
1550,29,126,37,171,0
1551,30,127,37,182,0
1552,31,128,37,178,0
1553,32,129,37,191,0
1554,33,130,37,194,0
1555,56,156,37,193,0
1556,34,131,37,198,0
1557,35,133,37,209,0
1558,46,144,37,206,0
1559,37,135,37,27,0
1560,0,97,38,5,0
1561,38,136,38,8,0
1562,2,99,38,15,0
1563,4,101,38,30,0
1564,54,154,38,29,0
1565,6,103,38,38,0
1566,9,106,38,43,0
1567,10,107,38,46,0
1568,11,108,38,48,0
1569,48,148,38,59,0
1570,40,138,38,65,0
1571,13,110,38,69,0
1572,14,111,38,71,0
1573,15,112,38,70,0
1574,16,113,38,83,0
1575,17,114,38,89,0
1576,18,115,38,88,0
1577,19,116,38,99,0
1578,20,117,38,119,0
1579,21,118,38,125,0
1580,22,119,38,131,0
1581,23,120,38,124,0
1582,24,121,38,140,0
1583,25,122,38,138,0
1584,50,150,38,141,0
1585,26,123,38,136,0
1586,44,142,38,159,0
1587,28,125,38,170,0
1588,29,126,38,171,0
1589,30,127,38,182,0
1590,45,143,38,180,0
1591,32,129,38,191,0
1592,33,130,38,194,0
1593,52,152,38,192,0
1594,56,156,38,193,0
1595,34,131,38,198,0
1596,46,144,38,206,0
1597,70,134,38,212,0
1598,37,135,38,27,0
1599,0,97,39,5,0
1600,38,136,39,8,0
1601,2,99,39,15,0
1602,4,101,39,30,0
1603,54,154,39,29,0
1604,5,102,39,25,0
1605,6,103,39,38,0
1606,7,104,39,36,0
1607,57,157,39,34,0
1608,8,105,39,39,0
1609,9,106,39,43,0
1610,10,107,39,46,0
1611,11,108,39,48,0
1612,48,148,39,59,0
1613,62,160,39,57,0
1614,40,138,39,65,0
1615,12,109,39,68,0
1616,13,110,39,69,0
1617,14,111,39,71,0
1618,15,112,39,70,0
1619,58,172,39,75,0
1620,16,113,39,83,0
1621,17,114,39,89,0
1622,55,155,39,90,0
1623,18,115,39,88,0
1624,41,139,39,101,0
1625,19,116,39,99,0
1626,20,117,39,119,0
1627,21,118,39,125,0
1628,22,119,39,131,0
1629,24,121,39,140,0
1630,25,122,39,138,0
1631,50,150,39,141,0
1632,26,123,39,136,0
1633,44,142,39,159,0
1634,51,151,39,154,0
1635,28,125,39,170,0
1636,81,126,39,171,0
1637,29,126,39,171,0
1638,30,127,39,182,0
1639,32,129,39,191,0
1640,33,130,39,194,0
1641,34,131,39,198,0
1642,35,133,39,209,0
1643,46,144,39,206,0
1644,70,134,39,212,0
1645,37,135,39,27,0
1646,37,145,39,32,0
1647,0,97,40,5,0
1648,38,136,40,8,0
1649,1,98,40,17,0
1650,2,99,40,15,0
1651,47,146,40,21,0
1652,4,101,40,30,0
1653,54,154,40,29,0
1654,6,103,40,38,0
1655,7,104,40,36,0
1656,8,105,40,39,0
1657,9,106,40,43,0
1658,10,107,40,46,0
1659,11,108,40,48,0
1660,48,148,40,59,0
1661,40,138,40,65,0
1662,12,109,40,68,0
1663,13,110,40,69,0
1664,14,111,40,71,0
1665,15,112,40,70,0
1666,16,113,40,83,0
1667,17,114,40,89,0
1668,18,115,40,88,0
1669,41,139,40,101,0
1670,82,116,40,99,0
1671,19,116,40,99,0
1672,49,149,40,102,0
1673,42,140,40,106,0
1674,20,117,40,119,0
1675,21,118,40,125,0
1676,22,119,40,131,0
1677,23,120,40,124,0
1678,24,121,40,140,0
1679,25,122,40,138,0
1680,50,150,40,141,0
1681,44,142,40,159,0
1682,28,125,40,170,0
1683,29,126,40,171,0
1684,30,127,40,182,0
1685,32,129,40,191,0
1686,33,130,40,194,0
1687,52,152,40,192,0
1688,34,131,40,198,0
1689,35,133,40,209,0
1690,70,134,40,212,0
1691,37,145,40,32,0
1692,0,97,41,5,0
1693,2,99,41,15,0
1694,4,101,41,30,0
1695,6,103,41,38,0
1696,7,104,41,36,0
1697,9,106,41,43,0
1698,10,107,41,46,0
1699,11,108,41,48,0
1700,48,148,41,59,0
1701,40,138,41,65,0
1702,12,109,41,68,0
1703,14,111,41,71,0
1704,15,112,41,70,0
1705,16,113,41,83,0
1706,17,114,41,89,0
1707,18,115,41,88,0
1708,41,139,41,101,0
1709,19,116,41,99,0
1710,49,149,41,102,0
1711,42,140,41,106,0
1712,20,117,41,119,0
1713,21,118,41,125,0
1714,22,119,41,131,0
1715,24,121,41,140,0
1716,25,122,41,138,0
1717,26,123,41,136,0
1718,44,142,41,159,0
1719,28,125,41,170,0
1720,29,126,41,171,0
1721,30,127,41,182,0
1722,31,128,41,178,0
1723,32,129,41,191,0
1724,33,130,41,194,0
1725,52,152,41,192,0
1726,34,131,41,198,0
1727,35,133,41,209,0
1728,70,134,41,212,0
1729,0,97,42,5,0
1730,4,101,42,30,0
1731,54,154,42,29,0
1732,7,104,42,36,0
1733,8,105,42,39,0
1734,9,106,42,43,0
1735,10,107,42,46,0
1736,11,108,42,48,0
1737,48,148,42,59,0
1738,40,138,42,65,0
1739,14,111,42,71,0
1740,15,112,42,70,0
1741,58,113,42,83,0
1742,16,113,42,83,0
1743,17,114,42,89,0
1744,18,115,42,88,0
1745,19,116,42,99,0
1746,42,140,42,106,0
1747,20,117,42,119,0
1748,21,118,42,125,0
1749,22,119,42,131,0
1750,23,120,42,124,0
1751,43,141,42,129,0
1752,24,121,42,140,0
1753,25,122,42,138,0
1754,50,150,42,141,0
1755,28,125,42,170,0
1756,81,126,42,171,0
1757,30,127,42,182,0
1758,31,128,42,178,0
1759,32,129,42,191,0
1760,33,130,42,194,0
1761,52,152,42,192,0
1762,34,131,42,198,0
1763,35,133,42,209,0
1764,37,135,42,27,0
1765,37,145,42,32,0
1766,0,97,43,5,0
1767,53,153,43,6,0
1768,38,136,43,8,0
1769,47,146,43,21,0
1770,5,102,43,25,0
1771,6,103,43,38,0
1772,7,104,43,36,0
1773,9,106,43,43,0
1774,10,107,43,46,0
1775,48,148,43,59,0
1776,40,138,43,65,0
1777,14,111,43,71,0
1778,15,112,43,70,0
1779,16,113,43,83,0
1780,17,114,43,89,0
1781,55,155,43,90,0
1782,18,115,43,88,0
1783,82,116,43,99,0
1784,19,116,43,99,0
1785,20,117,43,119,0
1786,21,118,43,125,0
1787,22,119,43,131,0
1788,23,120,43,124,0
1789,43,141,43,129,0
1790,24,121,43,140,0
1791,25,122,43,138,0
1792,50,150,43,141,0
1793,51,151,43,154,0
1794,28,125,43,170,0
1795,29,126,43,171,0
1796,68,164,43,175,0
1797,30,127,43,182,0
1798,31,128,43,178,0
1799,32,129,43,191,0
1800,33,130,43,194,0
1801,52,152,43,192,0
1802,34,131,43,198,0
1803,35,133,43,209,0
1804,36,134,43,212,0
1805,37,135,43,27,0
1806,37,145,43,32,0
1807,0,97,44,5,0
1808,38,136,44,8,0
1809,2,99,44,15,0
1810,3,100,44,24,0
1811,47,146,44,21,0
1812,4,101,44,30,0
1813,5,102,44,25,0
1814,6,103,44,38,0
1815,9,106,44,43,0
1816,10,107,44,46,0
1817,48,148,44,59,0
1818,40,138,44,65,0
1819,12,109,44,68,0
1820,13,110,44,69,0
1821,14,111,44,71,0
1822,15,112,44,70,0
1823,16,113,44,83,0
1824,17,114,44,89,0
1825,18,115,44,88,0
1826,41,139,44,101,0
1827,19,116,44,99,0
1828,20,117,44,119,0
1829,21,118,44,125,0
1830,24,121,44,140,0
1831,25,122,44,138,0
1832,26,123,44,136,0
1833,28,125,44,170,0
1834,29,126,44,171,0
1835,30,127,44,182,0
1836,32,129,44,191,0
1837,33,130,44,194,0
1838,52,152,44,192,0
1839,34,131,44,198,0
1840,35,133,44,209,0
1841,70,134,44,212,0
1842,37,145,44,32,0
1843,0,97,45,5,0
1844,2,99,45,15,0
1845,3,100,45,24,0
1846,4,101,45,30,0
1847,54,154,45,29,0
1848,6,103,45,38,0
1849,7,104,45,36,0
1850,9,106,45,43,0
1851,10,107,45,46,0
1852,11,108,45,48,0
1853,48,148,45,59,0
1854,40,138,45,65,0
1855,12,109,45,68,0
1856,14,111,45,71,0
1857,15,112,45,70,0
1858,16,113,45,83,0
1859,17,114,45,89,0
1860,18,115,45,88,0
1861,19,116,45,99,0
1862,49,149,45,102,0
1863,20,117,45,119,0
1864,21,118,45,125,0
1865,61,159,45,128,0
1866,22,119,45,131,0
1867,83,173,45,127,0
1868,23,120,45,124,0
1869,24,121,45,140,0
1870,25,122,45,138,0
1871,50,150,45,141,0
1872,26,123,45,136,0
1873,28,125,45,170,0
1874,29,126,45,171,0
1875,45,143,45,180,0
1876,31,128,45,178,0
1877,32,129,45,191,0
1878,33,130,45,194,0
1879,52,152,45,192,0
1880,34,131,45,198,0
1881,35,133,45,209,0
1882,37,135,45,27,0
1883,37,145,45,32,0
1884,0,97,46,5,0
1885,38,136,46,8,0
1886,2,99,46,15,0
1887,4,101,46,30,0
1888,5,102,46,25,0
1889,6,103,46,38,0
1890,7,104,46,36,0
1891,8,105,46,39,0
1892,9,106,46,43,0
1893,10,107,46,46,0
1894,11,108,46,48,0
1895,48,148,46,59,0
1896,40,138,46,65,0
1897,12,109,46,68,0
1898,14,111,46,71,0
1899,15,112,46,70,0
1900,16,113,46,83,0
1901,17,114,46,89,0
1902,18,115,46,88,0
1903,19,116,46,99,0
1904,42,140,46,106,0
1905,74,167,46,112,0
1906,20,117,46,119,0
1907,21,118,46,125,0
1908,61,159,46,128,0
1909,22,119,46,131,0
1910,23,120,46,124,0
1911,24,121,46,140,0
1912,25,122,46,138,0
1913,50,150,46,141,0
1914,26,123,46,136,0
1915,28,125,46,170,0
1916,29,126,46,171,0
1917,30,127,46,182,0
1918,31,128,46,178,0
1919,32,129,46,191,0
1920,33,130,46,194,0
1921,52,152,46,192,0
1922,34,131,46,198,0
1923,35,133,46,209,0
1924,46,144,46,206,0
1925,37,135,46,27,0
1926,37,145,46,32,0
1927,0,97,47,5,0
1928,38,136,47,8,0
1929,2,99,47,15,0
1930,4,101,47,30,0
1931,54,154,47,29,0
1932,5,102,47,25,0
1933,7,104,47,36,0
1934,8,105,47,39,0
1935,9,106,47,43,0
1936,10,107,47,46,0
1937,11,108,47,48,0
1938,84,160,47,57,0
1939,48,148,47,59,0
1940,12,109,47,68,0
1941,13,110,47,69,0
1942,14,111,47,71,0
1943,15,112,47,70,0
1944,16,113,47,83,0
1945,17,114,47,89,0
1946,85,174,47,91,0
1947,18,115,47,88,0
1948,41,139,47,101,0
1949,19,116,47,99,0
1950,49,149,47,102,0
1951,20,117,47,119,0
1952,22,119,47,131,0
1953,23,120,47,124,0
1954,43,141,47,129,0
1955,24,121,47,140,0
1956,25,122,47,138,0
1957,50,150,47,141,0
1958,27,124,47,158,0
1959,51,151,47,154,0
1960,28,125,47,170,0
1961,29,126,47,171,0
1962,30,127,47,182,0
1963,86,143,47,180,0
1964,32,129,47,191,0
1965,33,130,47,194,0
1966,52,152,47,192,0
1967,56,156,47,193,0
1968,34,131,47,198,0
1969,35,133,47,209,0
1970,46,144,47,206,0
1971,37,135,47,27,0
1972,37,145,47,32,0
1973,0,97,48,5,0
1974,2,99,48,15,0
1975,3,100,48,24,0
1976,4,168,48,22,0
1977,4,101,48,30,0
1978,7,104,48,36,0
1979,8,105,48,39,0
1980,9,106,48,43,0
1981,10,107,48,46,0
1982,11,108,48,48,0
1983,84,160,48,57,0
1984,48,148,48,59,0
1985,40,138,48,65,0
1986,12,109,48,68,0
1987,13,110,48,69,0
1988,15,112,48,70,0
1989,58,113,48,83,0
1990,16,113,48,83,0
1991,17,114,48,89,0
1992,18,115,48,88,0
1993,19,116,48,99,0
1994,49,149,48,102,0
1995,42,140,48,106,0
1996,20,117,48,119,0
1997,61,159,48,128,0
1998,22,119,48,131,0
1999,23,120,48,124,0
2000,24,121,48,140,0
2001,25,122,48,138,0
2002,50,150,48,141,0
2003,26,123,48,136,0
2004,28,125,48,170,0
2005,29,126,48,171,0
2006,30,127,48,182,0
2007,32,129,48,191,0
2008,33,130,48,194,0
2009,34,131,48,198,0
2010,35,133,48,209,0
2011,37,135,48,27,0
2012,37,145,48,32,0
2013,0,97,49,5,0
2014,2,99,49,15,0
2015,4,101,49,30,0
2016,54,154,49,29,0
2017,5,102,49,25,0
2018,39,137,49,33,0
2019,9,106,49,43,0
2020,10,107,49,46,0
2021,11,108,49,48,0
2022,48,148,49,59,0
2023,40,138,49,65,0
2024,12,109,49,68,0
2025,13,110,49,69,0
2026,14,111,49,71,0
2027,15,112,49,70,0
2028,16,113,49,83,0
2029,17,114,49,89,0
2030,18,115,49,88,0
2031,19,116,49,99,0
2032,42,140,49,106,0
2033,20,117,49,119,0
2034,21,118,49,125,0
2035,61,159,49,128,0
2036,22,119,49,131,0
2037,23,120,49,124,0
2038,24,121,49,140,0
2039,25,122,49,138,0
2040,50,150,49,141,0
2041,26,123,49,136,0
2042,27,124,49,158,0
2043,51,151,49,154,0
2044,28,125,49,170,0
2045,29,126,49,171,0
2046,30,127,49,182,0
2047,32,129,49,191,0
2048,33,130,49,194,0
2049,52,152,49,192,0
2050,34,131,49,198,0
2051,35,133,49,209,0
2052,37,145,49,32,0
2053,0,97,50,5,0
2054,53,153,50,6,0
2055,2,99,50,15,0
2056,3,100,50,24,0
2057,4,101,50,30,0
2058,5,102,50,25,0
2059,6,103,50,38,0
2060,7,104,50,36,0
2061,87,175,50,50,0
2062,9,106,50,43,0
2063,10,107,50,46,0
2064,11,108,50,48,0
2065,48,148,50,59,0
2066,40,138,50,65,0
2067,12,109,50,68,0
2068,14,111,50,71,0
2069,15,112,50,70,0
2070,58,113,50,83,0
2071,17,114,50,89,0
2072,55,155,50,90,0
2073,18,115,50,88,0
2074,19,116,50,99,0
2075,20,117,50,119,0
2076,22,119,50,131,0
2077,43,141,50,129,0
2078,24,121,50,140,0
2079,25,122,50,138,0
2080,50,150,50,141,0
2081,28,125,50,170,0
2082,29,126,50,171,0
2083,30,127,50,182,0
2084,32,129,50,191,0
2085,33,130,50,194,0
2086,52,152,50,192,0
2087,34,131,50,198,0
2088,35,133,50,209,0
2089,37,135,50,27,0
2090,37,145,50,32,0
2091,0,97,51,5,0
2092,38,136,51,8,0
2093,2,99,51,15,0
2094,4,101,51,30,0
2095,5,102,51,25,0
2096,6,103,51,38,0
2097,7,104,51,36,0
2098,57,157,51,34,0
2099,8,105,51,39,0
2100,88,176,51,40,0
2101,9,106,51,43,0
2102,10,107,51,46,0
2103,11,108,51,48,0
2104,48,148,51,59,0
2105,40,138,51,65,0
2106,12,109,51,68,0
2107,14,111,51,71,0
2108,15,112,51,70,0
2109,16,113,51,83,0
2110,17,114,51,89,0
2111,64,161,51,96,0
2112,18,115,51,88,0
2113,41,139,51,101,0
2114,19,116,51,99,0
2115,42,140,51,106,0
2116,74,167,51,112,0
2117,20,117,51,119,0
2118,21,118,51,125,0
2119,22,119,51,131,0
2120,23,120,51,124,0
2121,24,121,51,140,0
2122,25,122,51,138,0
2123,50,150,51,141,0
2124,27,124,51,158,0
2125,44,142,51,159,0
2126,51,151,51,154,0
2127,28,125,51,170,0
2128,29,126,51,171,0
2129,30,127,51,182,0
2130,45,143,51,180,0
2131,32,129,51,191,0
2132,33,130,51,194,0
2133,56,156,51,193,0
2134,34,131,51,198,0
2135,35,133,51,209,0
2136,37,135,51,27,0
2137,37,145,51,32,0
2138,0,97,52,5,0
2139,2,99,52,15,0
2140,47,146,52,21,0
2141,4,101,52,30,0
2142,5,102,52,25,0
2143,6,103,52,38,0
2144,7,104,52,36,0
2145,9,106,52,43,0
2146,10,107,52,46,0
2147,11,108,52,48,0
2148,48,148,52,59,0
2149,40,138,52,65,0
2150,12,109,52,68,0
2151,14,111,52,71,0
2152,15,112,52,70,0
2153,16,113,52,83,0
2154,17,114,52,89,0
2155,18,115,52,88,0
2156,19,116,52,99,0
2157,49,149,52,102,0
2158,42,140,52,106,0
2159,20,117,52,119,0
2160,22,119,52,131,0
2161,23,120,52,124,0
2162,43,141,52,129,0
2163,24,121,52,140,0
2164,25,122,52,138,0
2165,50,150,52,141,0
2166,51,151,52,154,0
2167,28,125,52,170,0
2168,29,126,52,171,0
2169,30,127,52,182,0
2170,31,128,52,178,0
2171,32,129,52,191,0
2172,33,130,52,194,0
2173,52,152,52,192,0
2174,34,131,52,198,0
2175,35,133,52,209,0
2176,37,135,52,27,0
2177,37,145,52,32,0
2178,0,97,53,5,0
2179,53,153,53,6,0
2180,38,136,53,8,0
2181,2,99,53,15,0
2182,4,101,53,30,0
2183,6,103,53,38,0
2184,7,104,53,36,0
2185,88,176,53,40,0
2186,10,107,53,46,0
2187,11,108,53,48,0
2188,48,148,53,59,0
2189,40,138,53,65,0
2190,12,109,53,68,0
2191,14,111,53,71,0
2192,15,112,53,70,0
2193,16,113,53,83,0
2194,17,114,53,89,0
2195,55,155,53,90,0
2196,18,115,53,88,0
2197,41,139,53,101,0
2198,19,116,53,99,0
2199,42,140,53,106,0
2200,20,117,53,119,0
2201,21,118,53,125,0
2202,61,159,53,128,0
2203,22,119,53,131,0
2204,23,120,53,124,0
2205,43,141,53,129,0
2206,24,121,53,140,0
2207,25,122,53,138,0
2208,50,150,53,141,0
2209,26,123,53,136,0
2210,27,124,53,158,0
