idx,src,dst,time,class,ext_roll,nh_id
537,592,597,255000,1,0,3951
538,592,658,255000,1,0,3966
539,592,712,255000,1,0,3979
540,592,716,255000,1,0,3980
541,592,735,255000,1,0,3984
542,592,747,255000,1,0,3987
543,592,750,255000,1,0,3988
544,592,762,255000,1,0,3990
545,592,777,255000,1,0,3994
546,592,632,255000,1,0,4013
547,592,717,255000,1,0,4034
548,592,732,255000,1,0,4037
549,592,770,255000,1,0,4046
550,592,606,255000,1,0,4061
551,592,678,255000,1,0,4078
552,592,771,255000,1,0,4100
553,0,803,255000,1,0,4112
554,0,811,255000,1,0,4113
555,0,622,255000,1,0,4120
556,0,649,255000,1,0,4126
557,0,664,255000,1,0,4129
558,0,679,255000,1,0,4133
559,0,711,255000,1,0,4141
560,0,723,255000,1,0,4143
561,0,761,255000,1,0,4152
562,0,772,255000,1,0,4155
563,0,792,255000,1,0,4165
564,0,796,255000,1,0,4166
565,0,597,255000,1,0,4167
566,0,658,255000,1,0,4182
567,0,708,255000,1,0,4194
568,0,712,255000,1,0,4195
569,0,716,255000,1,0,4196
570,0,735,255000,1,0,4200
571,0,747,255000,1,0,4203
572,0,750,255000,1,0,4204
573,0,762,255000,1,0,4206
574,0,777,255000,1,0,4210
575,0,632,255000,1,0,4229
576,0,717,255000,1,0,4250
577,0,770,255000,1,0,4262
578,0,606,255000,1,0,4277
579,0,678,255000,1,0,4294
580,0,771,255000,1,0,4316
581,8,803,255000,1,0,4328
582,8,603,255000,1,0,4331
583,8,823,255000,1,0,4332
584,8,634,255000,1,0,4338
585,8,649,255000,1,0,4342
586,8,664,255000,1,0,4345
587,8,679,255000,1,0,4349
588,8,711,255000,1,0,4357
589,8,723,255000,1,0,4359
590,8,761,255000,1,0,4368
591,8,772,255000,1,0,4371
592,8,792,255000,1,0,4381
593,8,796,255000,1,0,4382
594,8,597,255000,1,0,4383
595,8,658,255000,1,0,4398
596,8,712,255000,1,0,4411
597,8,735,255000,1,0,4416
598,8,747,255000,1,0,4419
599,8,750,255000,1,0,4420
600,8,762,255000,1,0,4422
601,8,777,255000,1,0,4426
602,8,632,255000,1,0,4445
603,8,717,255000,1,0,4466
604,8,770,255000,1,0,4478
605,8,606,255000,1,0,4493
606,8,678,255000,1,0,4510
607,8,771,255000,1,0,4532
608,12,803,255000,1,0,4544
609,12,811,255000,1,0,4545
610,12,622,255000,1,0,4552
611,12,649,255000,1,0,4558
612,12,664,255000,1,0,4561
613,12,679,255000,1,0,4565
614,12,711,255000,1,0,4573
615,12,723,255000,1,0,4575
616,12,761,255000,1,0,4584
617,12,792,255000,1,0,4597
618,12,796,255000,1,0,4598
619,12,597,255000,1,0,4599
620,12,658,255000,1,0,4614
621,12,708,255000,1,0,4626
622,12,712,255000,1,0,4627
623,12,716,255000,1,0,4628
624,12,747,255000,1,0,4635
625,12,750,255000,1,0,4636
626,12,762,255000,1,0,4638
627,12,777,255000,1,0,4642
628,12,632,255000,1,0,4661
629,12,717,255000,1,0,4682
630,12,770,255000,1,0,4694
631,12,606,255000,1,0,4709
632,12,771,255000,1,0,4748
633,16,975,255000,1,0,4757
634,16,811,255000,1,0,4761
635,16,622,255000,1,0,4768
636,16,649,255000,1,0,4774
637,16,664,255000,1,0,4777
638,16,679,255000,1,0,4781
639,16,711,255000,1,0,4789
640,16,723,255000,1,0,4791
641,16,761,255000,1,0,4800
642,16,792,255000,1,0,4813
643,16,796,255000,1,0,4814
644,16,597,255000,1,0,4815
645,16,658,255000,1,0,4830
646,16,708,255000,1,0,4842
647,16,712,255000,1,0,4843
648,16,716,255000,1,0,4844
649,16,747,255000,1,0,4851
650,16,750,255000,1,0,4852
651,16,762,255000,1,0,4854
652,16,777,255000,1,0,4858
653,16,632,255000,1,0,4877
654,16,717,255000,1,0,4898
655,16,732,255000,1,0,4901
656,16,770,255000,1,0,4910
657,16,771,255000,1,0,4964
658,20,803,255000,1,0,4976
659,20,811,255000,1,0,4977
660,20,596,255000,1,0,4977
661,20,823,255000,1,0,4980
662,20,622,255000,1,0,4984
663,20,649,255000,1,0,4990
664,20,664,255000,1,0,4993
665,20,679,255000,1,0,4997
666,20,711,255000,1,0,5005
667,20,723,255000,1,0,5007
668,20,761,255000,1,0,5016
669,20,772,255000,1,0,5019
670,20,792,255000,1,0,5029
671,20,796,255000,1,0,5030
672,20,597,255000,1,0,5031
673,20,658,255000,1,0,5046
674,20,712,255000,1,0,5059
675,20,716,255000,1,0,5060
676,20,747,255000,1,0,5067
677,20,750,255000,1,0,5068
678,20,762,255000,1,0,5070
679,20,777,255000,1,0,5074
680,20,632,255000,1,0,5093
681,20,717,255000,1,0,5114
682,20,770,255000,1,0,5126
683,20,606,255000,1,0,5141
684,20,678,255000,1,0,5158
685,20,771,255000,1,0,5180
686,24,596,255000,1,0,5193
687,24,815,255000,1,0,5194
688,24,835,255000,1,0,5199
689,24,622,255000,1,0,5200
690,24,649,255000,1,0,5206
691,24,664,255000,1,0,5209
692,24,679,255000,1,0,5213
693,24,711,255000,1,0,5221
694,24,723,255000,1,0,5223
695,24,761,255000,1,0,5232
696,24,772,255000,1,0,5235
697,24,792,255000,1,0,5245
698,24,796,255000,1,0,5246
699,24,597,255000,1,0,5247
700,24,658,255000,1,0,5262
701,24,712,255000,1,0,5275
702,24,716,255000,1,0,5276
703,24,747,255000,1,0,5283
704,24,750,255000,1,0,5284
705,24,777,255000,1,0,5290
706,24,632,255000,1,0,5309
707,24,717,255000,1,0,5330
708,24,770,255000,1,0,5342
709,24,606,255000,1,0,5357
710,24,678,255000,1,0,5374
711,24,771,255000,1,0,5396
712,28,815,255000,1,0,5410
713,28,622,255000,1,0,5416
714,28,649,255000,1,0,5422
715,28,664,255000,1,0,5425
716,28,679,255000,1,0,5429
717,28,711,255000,1,0,5437
718,28,723,255000,1,0,5439
719,28,761,255000,1,0,5448
720,28,772,255000,1,0,5451
721,28,792,255000,1,0,5461
722,28,796,255000,1,0,5462
723,28,597,255000,1,0,5463
724,28,658,255000,1,0,5478
725,28,712,255000,1,0,5491
726,28,716,255000,1,0,5492
727,28,747,255000,1,0,5499
728,28,750,255000,1,0,5500
729,28,777,255000,1,0,5506
730,28,632,255000,1,0,5525
731,28,717,255000,1,0,5546
732,28,770,255000,1,0,5558
733,28,606,255000,1,0,5573
734,28,678,255000,1,0,5590
735,28,771,255000,1,0,5612
736,32,815,255000,1,0,5626
737,32,618,255000,1,0,5631
738,32,622,255000,1,0,5632
739,32,649,255000,1,0,5638
740,32,664,255000,1,0,5641
741,32,679,255000,1,0,5645
742,32,711,255000,1,0,5653
743,32,723,255000,1,0,5655
744,32,761,255000,1,0,5664
745,32,772,255000,1,0,5667
746,32,792,255000,1,0,5677
747,32,796,255000,1,0,5678
748,32,597,255000,1,0,5679
749,32,658,255000,1,0,5694
750,32,712,255000,1,0,5707
751,32,716,255000,1,0,5708
752,32,747,255000,1,0,5715
753,32,750,255000,1,0,5716
754,32,777,255000,1,0,5722
755,32,632,255000,1,0,5741
756,32,717,255000,1,0,5762
757,32,770,255000,1,0,5774
758,32,606,255000,1,0,5789
759,32,678,255000,1,0,5806
760,32,771,255000,1,0,5828
761,36,596,255000,1,0,5841
762,36,819,255000,1,0,5843
763,36,823,255000,1,0,5844
764,36,622,255000,1,0,5848
765,36,649,255000,1,0,5854
766,36,664,255000,1,0,5857
767,36,679,255000,1,0,5861
768,36,711,255000,1,0,5869
769,36,723,255000,1,0,5871
770,36,761,255000,1,0,5880
771,36,772,255000,1,0,5883
772,36,661,255000,1,0,5889
773,36,792,255000,1,0,5893
774,36,597,255000,1,0,5895
775,36,658,255000,1,0,5910
776,36,712,255000,1,0,5923
777,36,716,255000,1,0,5924
778,36,747,255000,1,0,5931
779,36,750,255000,1,0,5932
780,36,762,255000,1,0,5934
781,36,777,255000,1,0,5938
782,36,632,255000,1,0,5957
783,36,717,255000,1,0,5978
784,36,770,255000,1,0,5990
785,36,606,255000,1,0,6005
786,36,678,255000,1,0,6022
787,36,771,255000,1,0,6044
788,40,596,255000,1,0,6057
789,40,819,255000,1,0,6059
790,40,835,255000,1,0,6063
791,40,622,255000,1,0,6064
792,40,649,255000,1,0,6070
793,40,679,255000,1,0,6077
794,40,711,255000,1,0,6085
795,40,723,255000,1,0,6087
796,40,761,255000,1,0,6096
797,40,772,255000,1,0,6099
798,40,661,255000,1,0,6105
799,40,792,255000,1,0,6109
800,40,597,255000,1,0,6111
801,40,712,255000,1,0,6139
802,40,716,255000,1,0,6140
803,40,747,255000,1,0,6147
804,40,750,255000,1,0,6148
805,40,762,255000,1,0,6150
806,40,777,255000,1,0,6154
807,40,632,255000,1,0,6173
808,40,717,255000,1,0,6194
809,40,770,255000,1,0,6206
810,40,606,255000,1,0,6221
811,40,678,255000,1,0,6238
812,40,771,255000,1,0,6260
813,44,596,255000,1,0,6273
814,44,819,255000,1,0,6275
815,44,823,255000,1,0,6276
816,44,622,255000,1,0,6280
817,44,649,255000,1,0,6286
818,44,664,255000,1,0,6289
819,44,679,255000,1,0,6293
820,44,711,255000,1,0,6301
821,44,723,255000,1,0,6303
822,44,761,255000,1,0,6312
823,44,772,255000,1,0,6315
824,44,792,255000,1,0,6325
825,44,796,255000,1,0,6326
826,44,597,255000,1,0,6327
827,44,658,255000,1,0,6342
828,44,712,255000,1,0,6355
829,44,716,255000,1,0,6356
830,44,735,255000,1,0,6360
831,44,747,255000,1,0,6363
832,44,750,255000,1,0,6364
833,44,762,255000,1,0,6366
834,44,777,255000,1,0,6370
835,44,632,255000,1,0,6389
836,44,717,255000,1,0,6410
837,44,770,255000,1,0,6422
838,44,606,255000,1,0,6437
839,44,678,255000,1,0,6454
840,44,771,255000,1,0,6476
841,48,596,255000,1,0,6489
842,48,823,255000,1,0,6492
843,48,622,255000,1,0,6496
844,48,649,255000,1,0,6502
845,48,664,255000,1,0,6505
846,48,679,255000,1,0,6509
847,48,711,255000,1,0,6517
848,48,723,255000,1,0,6519
849,48,761,255000,1,0,6528
850,48,772,255000,1,0,6531
851,48,792,255000,1,0,6541
852,48,796,255000,1,0,6542
853,48,597,255000,1,0,6543
854,48,658,255000,1,0,6558
855,48,712,255000,1,0,6571
856,48,716,255000,1,0,6572
857,48,735,255000,1,0,6576
858,48,747,255000,1,0,6579
859,48,750,255000,1,0,6580
860,48,762,255000,1,0,6582
861,48,777,255000,1,0,6586
862,48,632,255000,1,0,6605
863,48,717,255000,1,0,6626
864,48,770,255000,1,0,6638
865,48,606,255000,1,0,6653
866,48,678,255000,1,0,6670
867,48,771,255000,1,0,6692
868,52,596,255000,1,0,6705
869,52,815,255000,1,0,6706
870,52,819,255000,1,0,6707
871,52,835,255000,1,0,6711
872,52,622,255000,1,0,6712
873,52,649,255000,1,0,6718
874,52,664,255000,1,0,6721
875,52,679,255000,1,0,6725
876,52,711,255000,1,0,6733
877,52,723,255000,1,0,6735
878,52,761,255000,1,0,6744
879,52,772,255000,1,0,6747
