idx,src,dst,time,class,ext_roll,nh_id
31286,346,738,255001,1,0,211075
31287,346,772,255001,1,0,211083
31288,346,754,255001,1,0,211091
31289,346,635,255001,1,0,211104
31290,346,684,255001,1,0,211116
31291,346,712,255001,1,0,211123
31292,346,724,255001,1,0,211125
31293,346,735,255001,1,0,211128
31294,346,739,255001,1,0,211129
31295,346,762,255001,1,0,211134
31296,346,781,255001,1,0,211139
31297,346,632,255001,1,0,211157
31298,346,681,255001,1,0,211169
31299,346,913,255001,1,0,211172
31300,346,925,255001,1,0,211175
31301,346,929,255001,1,0,211176
31302,346,736,255001,1,0,211182
31303,346,748,255001,1,0,211185
31304,346,763,255001,1,0,211188
31305,346,778,255001,1,0,211192
31306,346,652,255001,1,0,211216
31307,346,678,255001,1,0,211222
31308,346,771,255001,1,0,211244
31309,350,799,255001,1,0,211249
31310,350,626,255001,1,0,211250
31311,350,596,255001,1,0,211257
31312,350,603,255001,1,0,211259
31313,350,607,255001,1,0,211260
31314,350,614,255001,1,0,211262
31315,350,634,255001,1,0,211266
31316,350,675,255001,1,0,211276
31317,350,687,255001,1,0,211279
31318,350,723,255001,1,0,211287
31319,350,738,255001,1,0,211291
31320,350,772,255001,1,0,211299
31321,350,754,255001,1,0,211307
31322,350,684,255001,1,0,211332
31323,350,712,255001,1,0,211339
31324,350,724,255001,1,0,211341
31325,350,735,255001,1,0,211344
31326,350,739,255001,1,0,211345
31327,350,747,255001,1,0,211347
31328,350,762,255001,1,0,211350
31329,350,781,255001,1,0,211355
31330,350,632,255001,1,0,211373
31331,350,681,255001,1,0,211385
31332,350,929,255001,1,0,211392
31333,350,748,255001,1,0,211401
31334,350,763,255001,1,0,211404
31335,350,778,255001,1,0,211408
31336,350,652,255001,1,0,211432
31337,350,678,255001,1,0,211438
31338,350,682,255001,1,0,211439
31339,350,771,255001,1,0,211460
31340,354,799,255001,1,0,211465
31341,354,626,255001,1,0,211466
31342,354,596,255001,1,0,211473
31343,354,614,255001,1,0,211478
31344,354,634,255001,1,0,211482
31345,354,675,255001,1,0,211492
31346,354,687,255001,1,0,211495
31347,354,723,255001,1,0,211503
31348,354,738,255001,1,0,211507
31349,354,772,255001,1,0,211515
31350,354,754,255001,1,0,211523
31351,354,604,255001,1,0,211529
31352,354,635,255001,1,0,211536
31353,354,684,255001,1,0,211548
31354,354,712,255001,1,0,211555
31355,354,724,255001,1,0,211557
31356,354,735,255001,1,0,211560
31357,354,739,255001,1,0,211561
31358,354,747,255001,1,0,211563
31359,354,762,255001,1,0,211566
31360,354,781,255001,1,0,211571
31361,354,632,255001,1,0,211589
31362,354,651,255001,1,0,211594
31363,354,681,255001,1,0,211601
31364,354,925,255001,1,0,211607
31365,354,945,255001,1,0,211611
31366,354,763,255001,1,0,211620
31367,354,778,255001,1,0,211624
31368,354,652,255001,1,0,211648
31369,354,771,255001,1,0,211676
31370,362,799,255001,1,0,211681
31371,362,626,255001,1,0,211682
31372,362,614,255001,1,0,211694
31373,362,634,255001,1,0,211698
31374,362,675,255001,1,0,211708
31375,362,687,255001,1,0,211711
31376,362,723,255001,1,0,211719
31377,362,738,255001,1,0,211723
31378,362,772,255001,1,0,211731
31379,362,604,255001,1,0,211745
31380,362,611,255001,1,0,211747
31381,362,635,255001,1,0,211752
31382,362,658,255001,1,0,211758
31383,362,684,255001,1,0,211764
31384,362,712,255001,1,0,211771
31385,362,724,255001,1,0,211773
31386,362,735,255001,1,0,211776
31387,362,739,255001,1,0,211777
31388,362,747,255001,1,0,211779
31389,362,762,255001,1,0,211782
31390,362,781,255001,1,0,211787
31391,362,632,255001,1,0,211805
31392,362,651,255001,1,0,211810
31393,362,933,255001,1,0,211825
31394,362,957,255001,1,0,211830
31395,362,763,255001,1,0,211836
31396,362,778,255001,1,0,211840
31397,362,613,255001,1,0,211855
31398,362,652,255001,1,0,211864
31399,362,771,255001,1,0,211892
31400,366,799,255001,1,0,211897
31401,366,626,255001,1,0,211898
31402,366,614,255001,1,0,211910
31403,366,634,255001,1,0,211914
31404,366,675,255001,1,0,211924
31405,366,687,255001,1,0,211927
31406,366,723,255001,1,0,211935
31407,366,738,255001,1,0,211939
31408,366,772,255001,1,0,211947
31409,366,604,255001,1,0,211961
31410,366,635,255001,1,0,211968
31411,366,684,255001,1,0,211980
31412,366,712,255001,1,0,211987
31413,366,724,255001,1,0,211989
31414,366,735,255001,1,0,211992
31415,366,739,255001,1,0,211993
31416,366,762,255001,1,0,211998
31417,366,781,255001,1,0,212003
31418,366,721,255001,1,0,212008
31419,366,632,255001,1,0,212021
31420,366,651,255001,1,0,212026
31421,366,933,255001,1,0,212041
31422,366,736,255001,1,0,212046
31423,366,763,255001,1,0,212052
31424,366,778,255001,1,0,212056
31425,366,613,255001,1,0,212071
31426,366,652,255001,1,0,212080
31427,366,771,255001,1,0,212108
31428,370,799,255001,1,0,212113
31429,370,626,255001,1,0,212114
31430,370,614,255001,1,0,212126
31431,370,634,255001,1,0,212130
31432,370,675,255001,1,0,212140
31433,370,687,255001,1,0,212143
31434,370,723,255001,1,0,212151
31435,370,738,255001,1,0,212155
31436,370,772,255001,1,0,212163
31437,370,604,255001,1,0,212177
31438,370,635,255001,1,0,212184
31439,370,684,255001,1,0,212196
31440,370,712,255001,1,0,212203
31441,370,724,255001,1,0,212205
31442,370,735,255001,1,0,212208
31443,370,739,255001,1,0,212209
31444,370,762,255001,1,0,212214
31445,370,781,255001,1,0,212219
31446,370,721,255001,1,0,212224
31447,370,632,255001,1,0,212237
31448,370,651,255001,1,0,212242
31449,370,933,255001,1,0,212257
31450,370,736,255001,1,0,212262
31451,370,763,255001,1,0,212268
31452,370,767,255001,1,0,212269
31453,370,778,255001,1,0,212272
31454,370,613,255001,1,0,212287
31455,370,652,255001,1,0,212296
31456,370,771,255001,1,0,212324
31457,374,799,255001,1,0,212329
31458,374,626,255001,1,0,212330
31459,374,614,255001,1,0,212342
31460,374,634,255001,1,0,212346
31461,374,675,255001,1,0,212356
31462,374,687,255001,1,0,212359
31463,374,723,255001,1,0,212367
31464,374,738,255001,1,0,212371
31465,374,772,255001,1,0,212379
31466,374,754,255001,1,0,212387
31467,374,604,255001,1,0,212393
31468,374,611,255001,1,0,212395
31469,374,635,255001,1,0,212400
31470,374,658,255001,1,0,212406
31471,374,684,255001,1,0,212412
31472,374,712,255001,1,0,212419
31473,374,724,255001,1,0,212421
31474,374,735,255001,1,0,212424
31475,374,739,255001,1,0,212425
31476,374,747,255001,1,0,212427
31477,374,750,255001,1,0,212428
31478,374,762,255001,1,0,212430
31479,374,781,255001,1,0,212435
31480,374,605,255001,1,0,212447
31481,374,632,255001,1,0,212453
31482,374,651,255001,1,0,212458
31483,374,937,255001,1,0,212474
31484,374,945,255001,1,0,212475
31485,374,763,255001,1,0,212484
31486,374,778,255001,1,0,212488
31487,374,613,255001,1,0,212503
31488,374,652,255001,1,0,212512
31489,374,771,255001,1,0,212540
31490,382,799,255001,1,0,212545
31491,382,626,255001,1,0,212546
31492,382,614,255001,1,0,212558
31493,382,634,255001,1,0,212562
31494,382,675,255001,1,0,212572
31495,382,687,255001,1,0,212575
31496,382,723,255001,1,0,212583
31497,382,738,255001,1,0,212587
31498,382,772,255001,1,0,212595
31499,382,604,255001,1,0,212609
31500,382,611,255001,1,0,212611
31501,382,635,255001,1,0,212616
31502,382,658,255001,1,0,212622
31503,382,684,255001,1,0,212628
31504,382,712,255001,1,0,212635
31505,382,724,255001,1,0,212637
31506,382,735,255001,1,0,212640
31507,382,739,255001,1,0,212641
31508,382,747,255001,1,0,212643
31509,382,750,255001,1,0,212644
31510,382,762,255001,1,0,212646
31511,382,781,255001,1,0,212651
31512,382,605,255001,1,0,212663
31513,382,632,255001,1,0,212669
31514,382,651,255001,1,0,212674
31515,382,937,255001,1,0,212690
31516,382,957,255001,1,0,212694
31517,382,763,255001,1,0,212700
31518,382,778,255001,1,0,212704
31519,382,756,255001,1,0,212711
31520,382,613,255001,1,0,212719
31521,382,652,255001,1,0,212728
31522,382,771,255001,1,0,212756
31523,386,799,255001,1,0,212761
31524,386,626,255001,1,0,212762
31525,386,596,255001,1,0,212769
31526,386,614,255001,1,0,212774
31527,386,634,255001,1,0,212778
31528,386,675,255001,1,0,212788
31529,386,687,255001,1,0,212791
31530,386,723,255001,1,0,212799
31531,386,738,255001,1,0,212803
31532,386,772,255001,1,0,212811
31533,386,754,255001,1,0,212819
31534,386,604,255001,1,0,212825
31535,386,611,255001,1,0,212827
31536,386,635,255001,1,0,212832
31537,386,658,255001,1,0,212838
31538,386,684,255001,1,0,212844
31539,386,712,255001,1,0,212851
31540,386,724,255001,1,0,212853
31541,386,735,255001,1,0,212856
31542,386,739,255001,1,0,212857
31543,386,747,255001,1,0,212859
31544,386,750,255001,1,0,212860
31545,386,762,255001,1,0,212862
31546,386,781,255001,1,0,212867
31547,386,605,255001,1,0,212879
31548,386,632,255001,1,0,212885
31549,386,651,255001,1,0,212890
31550,386,681,255001,1,0,212897
31551,386,937,255001,1,0,212906
31552,386,945,255001,1,0,212907
31553,386,763,255001,1,0,212916
31554,386,778,255001,1,0,212920
31555,386,652,255001,1,0,212944
31556,386,771,255001,1,0,212972
31557,390,799,255001,1,0,212977
31558,390,626,255001,1,0,212978
31559,390,596,255001,1,0,212985
31560,390,614,255001,1,0,212990
31561,390,634,255001,1,0,212994
31562,390,675,255001,1,0,213004
31563,390,687,255001,1,0,213007
31564,390,723,255001,1,0,213015
31565,390,738,255001,1,0,213019
31566,390,772,255001,1,0,213027
31567,390,754,255001,1,0,213035
31568,390,604,255001,1,0,213041
31569,390,611,255001,1,0,213043
31570,390,635,255001,1,0,213048
31571,390,658,255001,1,0,213054
31572,390,684,255001,1,0,213060
31573,390,712,255001,1,0,213067
31574,390,724,255001,1,0,213069
31575,390,735,255001,1,0,213072
31576,390,739,255001,1,0,213073
31577,390,747,255001,1,0,213075
31578,390,750,255001,1,0,213076
31579,390,762,255001,1,0,213078
31580,390,781,255001,1,0,213083
31581,390,605,255001,1,0,213095
31582,390,632,255001,1,0,213101
31583,390,651,255001,1,0,213106
31584,390,681,255001,1,0,213113
31585,390,937,255001,1,0,213122
31586,390,945,255001,1,0,213123
31587,390,763,255001,1,0,213132
31588,390,778,255001,1,0,213136
31589,390,652,255001,1,0,213160
31590,390,771,255001,1,0,213188
31591,394,799,255001,1,0,213193
31592,394,626,255001,1,0,213194
31593,394,614,255001,1,0,213206
31594,394,634,255001,1,0,213210
31595,394,675,255001,1,0,213220
31596,394,687,255001,1,0,213223
31597,394,723,255001,1,0,213231
31598,394,738,255001,1,0,213235
31599,394,772,255001,1,0,213243
31600,394,604,255001,1,0,213257
31601,394,611,255001,1,0,213259
31602,394,635,255001,1,0,213264
31603,394,658,255001,1,0,213270
31604,394,684,255001,1,0,213276
31605,394,712,255001,1,0,213283
31606,394,724,255001,1,0,213285
31607,394,735,255001,1,0,213288
31608,394,739,255001,1,0,213289
31609,394,747,255001,1,0,213291
31610,394,750,255001,1,0,213292
31611,394,762,255001,1,0,213294
31612,394,781,255001,1,0,213299
31613,394,632,255001,1,0,213317
31614,394,651,255001,1,0,213322
31615,394,933,255001,1,0,213337
31616,394,937,255001,1,0,213338
31617,394,957,255001,1,0,213342
31618,394,763,255001,1,0,213348
31619,394,778,255001,1,0,213352
31620,394,613,255001,1,0,213367
31621,394,652,255001,1,0,213376
31622,394,771,255001,1,0,213404
31623,398,799,255001,1,0,213409
31624,398,626,255001,1,0,213410
31625,398,634,255001,1,0,213426
31626,398,675,255001,1,0,213436
31627,398,687,255001,1,0,213439
31628,398,723,255001,1,0,213447
31629,398,738,255001,1,0,213451
31630,398,772,255001,1,0,213459
31631,398,800,255001,1,0,213463
31632,398,604,255001,1,0,213473
31633,398,635,255001,1,0,213480
31634,398,658,255001,1,0,213486
31635,398,684,255001,1,0,213492
31636,398,712,255001,1,0,213499
31637,398,724,255001,1,0,213501
31638,398,735,255001,1,0,213504
31639,398,739,255001,1,0,213505
31640,398,747,255001,1,0,213507
31641,398,762,255001,1,0,213510
31642,398,781,255001,1,0,213515
31643,398,632,255001,1,0,213533
31644,398,651,255001,1,0,213538
31645,398,933,255001,1,0,213553
31646,398,949,255001,1,0,213556
31647,398,969,255001,1,0,213561
31648,398,778,255001,1,0,213568
31649,398,613,255001,1,0,213583
31650,398,652,255001,1,0,213592
31651,398,702,255001,1,0,213604
31652,398,771,255001,1,0,213620
31653,402,799,255001,1,0,213625
31654,402,626,255001,1,0,213626
31655,402,603,255001,1,0,213635
31656,402,634,255001,1,0,213642
31657,402,675,255001,1,0,213652
31658,402,687,255001,1,0,213655
31659,402,723,255001,1,0,213663
31660,402,738,255001,1,0,213667
31661,402,772,255001,1,0,213675
31662,402,604,255001,1,0,213689
31663,402,635,255001,1,0,213696
31664,402,658,255001,1,0,213702
31665,402,684,255001,1,0,213708
31666,402,712,255001,1,0,213715
31667,402,724,255001,1,0,213717
31668,402,735,255001,1,0,213720
31669,402,747,255001,1,0,213723
31670,402,762,255001,1,0,213726
31671,402,781,255001,1,0,213731
31672,402,632,255001,1,0,213749
31673,402,651,255001,1,0,213754
31674,402,681,255001,1,0,213761
31675,402,949,255001,1,0,213772
31676,402,748,255001,1,0,213777
31677,402,763,255001,1,0,213780
31678,402,778,255001,1,0,213784
31679,402,613,255001,1,0,213799
31680,402,652,255001,1,0,213808
31681,402,702,255001,1,0,213820
31682,402,771,255001,1,0,213836
31683,406,799,255001,1,0,213841
31684,406,626,255001,1,0,213842
31685,406,634,255001,1,0,213858
31686,406,675,255001,1,0,213868
31687,406,687,255001,1,0,213871
31688,406,723,255001,1,0,213879
31689,406,738,255001,1,0,213883
31690,406,772,255001,1,0,213891
31691,406,604,255001,1,0,213905
31692,406,635,255001,1,0,213912
31693,406,658,255001,1,0,213918
31694,406,684,255001,1,0,213924
31695,406,712,255001,1,0,213931
31696,406,724,255001,1,0,213933
31697,406,735,255001,1,0,213936
31698,406,747,255001,1,0,213939
31699,406,750,255001,1,0,213940
31700,406,762,255001,1,0,213942
31701,406,781,255001,1,0,213947
31702,406,632,255001,1,0,213965
31703,406,681,255001,1,0,213977
31704,406,949,255001,1,0,213988
31705,406,763,255001,1,0,213996
31706,406,778,255001,1,0,214000
31707,406,613,255001,1,0,214015
31708,406,652,255001,1,0,214024
31709,406,771,255001,1,0,214052
31710,410,799,255001,1,0,214057
31711,410,626,255001,1,0,214058
31712,410,634,255001,1,0,214074
31713,410,675,255001,1,0,214084
31714,410,687,255001,1,0,214087
31715,410,723,255001,1,0,214095
31716,410,738,255001,1,0,214099
31717,410,772,255001,1,0,214107
31718,410,800,255001,1,0,214111
31719,410,604,255001,1,0,214121
31720,410,611,255001,1,0,214123
31721,410,635,255001,1,0,214128
31722,410,658,255001,1,0,214134
31723,410,684,255001,1,0,214140
31724,410,712,255001,1,0,214147
31725,410,724,255001,1,0,214149
31726,410,735,255001,1,0,214152
31727,410,739,255001,1,0,214153
31728,410,747,255001,1,0,214155
31729,410,762,255001,1,0,214158
31730,410,781,255001,1,0,214163
31731,410,632,255001,1,0,214181
31732,410,651,255001,1,0,214186
31733,410,953,255001,1,0,214205
31734,410,957,255001,1,0,214206
31735,410,767,255001,1,0,214213
31736,410,774,255001,1,0,214215
31737,410,778,255001,1,0,214216
31738,410,613,255001,1,0,214231
31739,410,652,255001,1,0,214240
31740,410,702,255001,1,0,214252
31741,410,771,255001,1,0,214268
31742,414,799,255001,1,0,214273
31743,414,626,255001,1,0,214274
31744,414,634,255001,1,0,214290
31745,414,675,255001,1,0,214300
31746,414,687,255001,1,0,214303
31747,414,723,255001,1,0,214311
31748,414,738,255001,1,0,214315
31749,414,772,255001,1,0,214323
31750,414,800,255001,1,0,214327
31751,414,604,255001,1,0,214337
31752,414,611,255001,1,0,214339
31753,414,635,255001,1,0,214344
31754,414,658,255001,1,0,214350
31755,414,684,255001,1,0,214356
31756,414,712,255001,1,0,214363
31757,414,724,255001,1,0,214365
31758,414,735,255001,1,0,214368
31759,414,739,255001,1,0,214369
31760,414,747,255001,1,0,214371
31761,414,762,255001,1,0,214374
31762,414,781,255001,1,0,214379
31763,414,721,255001,1,0,214384
31764,414,632,255001,1,0,214397
31765,414,651,255001,1,0,214402
31766,414,713,255001,1,0,214417
31767,414,953,255001,1,0,214421
31768,414,957,255001,1,0,214422
31769,414,767,255001,1,0,214429
31770,414,774,255001,1,0,214431
31771,414,778,255001,1,0,214432
31772,414,613,255001,1,0,214447
31773,414,652,255001,1,0,214456
31774,414,702,255001,1,0,214468
31775,414,771,255001,1,0,214484
31776,422,799,255001,1,0,214489
31777,422,626,255001,1,0,214490
31778,422,614,255001,1,0,214502
31779,422,634,255001,1,0,214506
31780,422,675,255001,1,0,214516
31781,422,687,255001,1,0,214519
31782,422,723,255001,1,0,214527
31783,422,738,255001,1,0,214531
31784,422,772,255001,1,0,214539
31785,422,604,255001,1,0,214553
31786,422,611,255001,1,0,214555
31787,422,635,255001,1,0,214560
31788,422,658,255001,1,0,214566
31789,422,684,255001,1,0,214572
31790,422,712,255001,1,0,214579
31791,422,724,255001,1,0,214581
31792,422,735,255001,1,0,214584
31793,422,739,255001,1,0,214585
31794,422,747,255001,1,0,214587
31795,422,762,255001,1,0,214590
31796,422,781,255001,1,0,214595
31797,422,632,255001,1,0,214613
31798,422,651,255001,1,0,214618
31799,422,933,255001,1,0,214633
31800,422,937,255001,1,0,214634
31801,422,953,255001,1,0,214637
31802,422,957,255001,1,0,214638
31803,422,767,255001,1,0,214645
31804,422,774,255001,1,0,214647
31805,422,778,255001,1,0,214648
31806,422,613,255001,1,0,214663
31807,422,652,255001,1,0,214672
31808,422,771,255001,1,0,214700
31809,426,799,255001,1,0,214705
31810,426,626,255001,1,0,214706
31811,426,614,255001,1,0,214718
31812,426,634,255001,1,0,214722
31813,426,675,255001,1,0,214732
31814,426,687,255001,1,0,214735
31815,426,723,255001,1,0,214743
31816,426,738,255001,1,0,214747
31817,426,772,255001,1,0,214755
31818,426,604,255001,1,0,214769
31819,426,611,255001,1,0,214771
31820,426,635,255001,1,0,214776
31821,426,658,255001,1,0,214782
31822,426,684,255001,1,0,214788
31823,426,712,255001,1,0,214795
31824,426,724,255001,1,0,214797
31825,426,735,255001,1,0,214800
31826,426,739,255001,1,0,214801
31827,426,747,255001,1,0,214803
31828,426,750,255001,1,0,214804
31829,426,762,255001,1,0,214806
31830,426,781,255001,1,0,214811
31831,426,605,255001,1,0,214823
31832,426,632,255001,1,0,214829
31833,426,651,255001,1,0,214834
31834,426,937,255001,1,0,214850
31835,426,953,255001,1,0,214853
31836,426,957,255001,1,0,214854
31837,426,767,255001,1,0,214861
31838,426,774,255001,1,0,214863
31839,426,778,255001,1,0,214864
31840,426,756,255001,1,0,214871
31841,426,613,255001,1,0,214879
31842,426,652,255001,1,0,214888
31843,426,771,255001,1,0,214916
31844,430,799,255001,1,0,214921
31845,430,626,255001,1,0,214922
31846,430,634,255001,1,0,214938
31847,430,675,255001,1,0,214948
31848,430,687,255001,1,0,214951
31849,430,723,255001,1,0,214959
31850,430,738,255001,1,0,214963
31851,430,772,255001,1,0,214971
31852,430,800,255001,1,0,214975
31853,430,604,255001,1,0,214985
31854,430,611,255001,1,0,214987
31855,430,635,255001,1,0,214992
31856,430,658,255001,1,0,214998
31857,430,684,255001,1,0,215004
31858,430,712,255001,1,0,215011
31859,430,724,255001,1,0,215013
31860,430,735,255001,1,0,215016
31861,430,739,255001,1,0,215017
31862,430,747,255001,1,0,215019
31863,430,750,255001,1,0,215020
31864,430,762,255001,1,0,215022
31865,430,781,255001,1,0,215027
31866,430,632,255001,1,0,215045
31867,430,651,255001,1,0,215050
31868,430,953,255001,1,0,215069
31869,430,969,255001,1,0,215073
31870,430,778,255001,1,0,215080
31871,430,613,255001,1,0,215095
31872,430,652,255001,1,0,215104
31873,430,702,255001,1,0,215116
31874,430,771,255001,1,0,215132
31875,434,799,255001,1,0,215137
31876,434,626,255001,1,0,215138
31877,434,634,255001,1,0,215154
31878,434,675,255001,1,0,215164
31879,434,687,255001,1,0,215167
31880,434,723,255001,1,0,215175
31881,434,738,255001,1,0,215179
31882,434,772,255001,1,0,215187
31883,434,800,255001,1,0,215191
31884,434,604,255001,1,0,215201
31885,434,635,255001,1,0,215208
31886,434,658,255001,1,0,215214
31887,434,684,255001,1,0,215220
31888,434,712,255001,1,0,215227
31889,434,724,255001,1,0,215229
31890,434,735,255001,1,0,215232
31891,434,747,255001,1,0,215235
31892,434,750,255001,1,0,215236
31893,434,762,255001,1,0,215238
31894,434,781,255001,1,0,215243
31895,434,632,255001,1,0,215261
31896,434,651,255001,1,0,215266
31897,434,681,255001,1,0,215273
31898,434,961,255001,1,0,215287
31899,434,985,255001,1,0,215292
31900,434,778,255001,1,0,215296
31901,434,613,255001,1,0,215311
31902,434,652,255001,1,0,215320
31903,434,702,255001,1,0,215332
31904,434,771,255001,1,0,215348
31905,434,779,255001,1,0,215350
31906,438,799,255001,1,0,215353
31907,438,626,255001,1,0,215354
31908,438,634,255001,1,0,215370
31909,438,675,255001,1,0,215380
31910,438,687,255001,1,0,215383
31911,438,723,255001,1,0,215391
31912,438,738,255001,1,0,215395
31913,438,772,255001,1,0,215403
31914,438,800,255001,1,0,215407
31915,438,604,255001,1,0,215417
31916,438,611,255001,1,0,215419
31917,438,635,255001,1,0,215424
31918,438,658,255001,1,0,215430
31919,438,684,255001,1,0,215436
31920,438,712,255001,1,0,215443
31921,438,724,255001,1,0,215445
31922,438,735,255001,1,0,215448
31923,438,747,255001,1,0,215451
31924,438,750,255001,1,0,215452
31925,438,762,255001,1,0,215454
31926,438,781,255001,1,0,215459
31927,438,605,255001,1,0,215471
31928,438,632,255001,1,0,215477
31929,438,651,255001,1,0,215482
31930,438,681,255001,1,0,215489
31931,438,961,255001,1,0,215503
31932,438,763,255001,1,0,215508
31933,438,778,255001,1,0,215512
31934,438,613,255001,1,0,215527
31935,438,652,255001,1,0,215536
31936,438,771,255001,1,0,215564
31937,442,799,255001,1,0,215569
31938,442,626,255001,1,0,215570
31939,442,634,255001,1,0,215586
31940,442,675,255001,1,0,215596
31941,442,687,255001,1,0,215599
31942,442,723,255001,1,0,215607
31943,442,738,255001,1,0,215611
31944,442,772,255001,1,0,215619
31945,442,604,255001,1,0,215633
31946,442,611,255001,1,0,215635
31947,442,635,255001,1,0,215640
31948,442,658,255001,1,0,215646
31949,442,684,255001,1,0,215652
31950,442,712,255001,1,0,215659
31951,442,724,255001,1,0,215661
31952,442,735,255001,1,0,215664
31953,442,747,255001,1,0,215667
31954,442,750,255001,1,0,215668
31955,442,762,255001,1,0,215670
31956,442,781,255001,1,0,215675
31957,442,605,255001,1,0,215687
31958,442,632,255001,1,0,215693
31959,442,681,255001,1,0,215705
31960,442,717,255001,1,0,215714
31961,442,961,255001,1,0,215719
31962,442,763,255001,1,0,215724
31963,442,778,255001,1,0,215728
31964,442,613,255001,1,0,215743
31965,442,652,255001,1,0,215752
31966,442,771,255001,1,0,215780
31967,446,799,255001,1,0,215785
31968,446,626,255001,1,0,215786
31969,446,788,255001,1,0,215790
31970,446,634,255001,1,0,215802
31971,446,675,255001,1,0,215812
31972,446,687,255001,1,0,215815
31973,446,723,255001,1,0,215823
31974,446,738,255001,1,0,215827
31975,446,772,255001,1,0,215835
31976,446,800,255001,1,0,215839
31977,446,604,255001,1,0,215849
31978,446,635,255001,1,0,215856
31979,446,658,255001,1,0,215862
31980,446,684,255001,1,0,215868
31981,446,712,255001,1,0,215875
31982,446,724,255001,1,0,215877
31983,446,735,255001,1,0,215880
31984,446,747,255001,1,0,215883
31985,446,750,255001,1,0,215884
31986,446,762,255001,1,0,215886
31987,446,781,255001,1,0,215891
31988,446,632,255001,1,0,215909
31989,446,651,255001,1,0,215914
31990,446,681,255001,1,0,215921
31991,446,965,255001,1,0,215936
31992,446,969,255001,1,0,215937
31993,446,989,255001,1,0,215941
31994,446,778,255001,1,0,215944
31995,446,786,255001,1,0,215946
31996,446,613,255001,1,0,215959
31997,446,652,255001,1,0,215968
31998,446,702,255001,1,0,215980
31999,446,779,255001,1,0,215998
32000,450,799,255001,1,0,216001
32001,450,626,255001,1,0,216002
32002,450,788,255001,1,0,216006
32003,450,634,255001,1,0,216018
32004,450,675,255001,1,0,216028
32005,450,687,255001,1,0,216031
32006,450,723,255001,1,0,216039
32007,450,738,255001,1,0,216043
32008,450,772,255001,1,0,216051
32009,450,800,255001,1,0,216055
32010,450,604,255001,1,0,216065
32011,450,635,255001,1,0,216072
32012,450,658,255001,1,0,216078
32013,450,684,255001,1,0,216084
32014,450,712,255001,1,0,216091
32015,450,724,255001,1,0,216093
32016,450,735,255001,1,0,216096
32017,450,747,255001,1,0,216099
32018,450,762,255001,1,0,216102
32019,450,781,255001,1,0,216107
32020,450,632,255001,1,0,216125
32021,450,651,255001,1,0,216130
32022,450,681,255001,1,0,216137
32023,450,965,255001,1,0,216152
32024,450,969,255001,1,0,216153
32025,450,778,255001,1,0,216160
32026,450,786,255001,1,0,216162
32027,450,613,255001,1,0,216175
32028,450,633,255001,1,0,216179
32029,450,652,255001,1,0,216184
32030,450,702,255001,1,0,216196
32031,450,779,255001,1,0,216214
32032,454,799,255001,1,0,216217
32033,454,626,255001,1,0,216218
32034,454,788,255001,1,0,216222
32035,454,634,255001,1,0,216234
32036,454,675,255001,1,0,216244
32037,454,687,255001,1,0,216247
32038,454,723,255001,1,0,216255
32039,454,738,255001,1,0,216259
32040,454,772,255001,1,0,216267
32041,454,800,255001,1,0,216271
32042,454,604,255001,1,0,216281
32043,454,635,255001,1,0,216288
32044,454,658,255001,1,0,216294
32045,454,684,255001,1,0,216300
32046,454,712,255001,1,0,216307
32047,454,724,255001,1,0,216309
32048,454,735,255001,1,0,216312
32049,454,747,255001,1,0,216315
32050,454,762,255001,1,0,216318
32051,454,781,255001,1,0,216323
32052,454,721,255001,1,0,216328
32053,454,632,255001,1,0,216341
32054,454,651,255001,1,0,216346
32055,454,949,255001,1,0,216364
32056,454,965,255001,1,0,216368
32057,454,969,255001,1,0,216369
32058,454,778,255001,1,0,216376
32059,454,786,255001,1,0,216378
32060,454,613,255001,1,0,216391
32061,454,652,255001,1,0,216400
32062,454,702,255001,1,0,216412
32063,454,779,255001,1,0,216430
32064,462,799,255001,1,0,216433
32065,462,626,255001,1,0,216434
32066,462,788,255001,1,0,216438
32067,462,634,255001,1,0,216450
32068,462,675,255001,1,0,216460
32069,462,687,255001,1,0,216463
32070,462,723,255001,1,0,216471
32071,462,738,255001,1,0,216475
32072,462,772,255001,1,0,216483
32073,462,800,255001,1,0,216487
32074,462,604,255001,1,0,216497
32075,462,635,255001,1,0,216504
32076,462,658,255001,1,0,216510
32077,462,684,255001,1,0,216516
32078,462,712,255001,1,0,216523
32079,462,724,255001,1,0,216525
32080,462,735,255001,1,0,216528
32081,462,747,255001,1,0,216531
32082,462,762,255001,1,0,216534
32083,462,781,255001,1,0,216539
32084,462,721,255001,1,0,216544
32085,462,632,255001,1,0,216557
32086,462,651,255001,1,0,216562
32087,462,965,255001,1,0,216584
32088,462,969,255001,1,0,216585
32089,462,767,255001,1,0,216589
32090,462,774,255001,1,0,216591
32091,462,778,255001,1,0,216592
32092,462,786,255001,1,0,216594
32093,462,613,255001,1,0,216607
32094,462,633,255001,1,0,216611
32095,462,652,255001,1,0,216616
32096,462,702,255001,1,0,216628
32097,462,779,255001,1,0,216646
32098,466,799,255001,1,0,216649
32099,466,626,255001,1,0,216650
32100,466,788,255001,1,0,216654
32101,466,634,255001,1,0,216666
32102,466,675,255001,1,0,216676
32103,466,687,255001,1,0,216679
32104,466,723,255001,1,0,216687
32105,466,738,255001,1,0,216691
32106,466,772,255001,1,0,216699
32107,466,800,255001,1,0,216703
